iDR5_Field_Name,Field,PID,NAME,RA,DEC,RA_d,DEC_d,Reduction,Photometry,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-s43s33,SPLUS-s43s33,SPLUS,SPLUS-s43s33,21:00:00,-55:42:27,315.0,-55.7075,MAR,aperture,19.6863,19.0954,19.1142,19.986,20.113,22.4907,20.4551,22.6516,20.1585,22.4695,20.7576,21.9159
SPLUS-s43s46,SPLUS-s43s46,SPLUS,SPLUS-s43s46,23:03:09,-55:42:27,345.7875,-55.7075,MAR,aperture,20.7982,20.1625,20.1683,21.0438,21.1614,23.4931,21.4495,23.5757,21.0626,23.3374,21.6214,22.7482
SPLUS-s44s06,SPLUS-s44s06,SPLUS,SPLUS-s44s06,0:48:59,-56:59:06,12.24583333,-56.985,MAR,aperture,19.6377,19.0427,19.0443,19.9203,20.0321,22.4243,20.3946,22.61,20.123,22.4406,20.7348,21.899
SPLUS-s44s18,SPLUS-s44s18,SPLUS,SPLUS-s44s18,2:46:32,-56:59:06,41.63333333,-56.985,MAR,aperture,19.6121,18.9908,18.9915,19.852,19.9628,22.3486,20.3212,22.5535,20.0647,22.3809,20.6869,21.82
SPLUS-s44s19,SPLUS-s44s19,SPLUS,SPLUS-s44s19,2:56:20,-56:59:06,44.08333333,-56.985,MAR,aperture,19.7025,19.0672,19.0661,19.9228,20.0283,22.4084,20.373,22.5966,20.0997,22.4207,20.7114,21.8627
SPLUS-s44s20,SPLUS-s44s20,SPLUS,SPLUS-s44s20,3:06:07,-56:59:06,46.52916667,-56.985,MAR,aperture,19.6589,19.04,19.0333,19.8867,19.9806,22.3521,20.3181,22.5642,20.0697,22.3909,20.6928,21.8294
SPLUS-s44s21,SPLUS-s44s21,SPLUS,SPLUS-s44s21,3:15:55,-56:59:06,48.97916667,-56.985,MAR,aperture,19.6741,19.0452,19.04,19.8977,19.991,22.3701,20.3311,22.5691,20.0742,22.4,20.6956,21.8388
SPLUS-s44s22,SPLUS-s44s22,SPLUS,SPLUS-s44s22,3:25:43,-56:59:06,51.42916667,-56.985,MAR,aperture,19.5996,18.9955,18.975,19.833,19.9273,22.3037,20.2672,22.5323,20.0413,22.351,20.6836,21.7463
SPLUS-s44s23,SPLUS-s44s23,SPLUS,SPLUS-s44s23,3:35:31,-56:59:06,53.87916667,-56.985,MAR,aperture,19.6641,19.0366,19.0108,19.8705,19.9614,22.3282,20.305,22.5386,20.0534,22.3568,20.6788,21.7533
SPLUS-s44s24,SPLUS-s44s24,SPLUS,SPLUS-s44s24,3:45:18,-56:59:06,56.325,-56.985,MAR,aperture,19.8257,19.1879,19.1747,20.0259,20.1356,22.4863,20.4461,22.6461,20.1439,22.4477,20.7368,21.8799
SPLUS-s44s25,SPLUS-s44s25,SPLUS,SPLUS-s44s25,3:55:06,-56:59:06,58.775,-56.985,MAR,aperture,19.7861,19.161,19.1407,19.993,20.0903,22.4546,20.4147,22.6351,20.1386,22.4505,20.7452,21.8811
SPLUS-s44s26,SPLUS-s44s26,SPLUS,SPLUS-s44s26,4:04:54,-56:59:06,61.225,-56.985,MAR,aperture,19.8244,19.1893,19.168,20.0269,20.1165,22.4776,20.4324,22.6461,20.1437,22.4533,20.746,21.88
SPLUS-s44s27,SPLUS-s44s27,SPLUS,SPLUS-s44s27,4:14:42,-56:59:06,63.675,-56.985,MAR,aperture,19.838,19.2044,19.172,20.0442,20.1457,22.4951,20.4585,22.6549,20.1569,22.4698,20.7558,21.922
SPLUS-s44s28,SPLUS-s44s28,SPLUS,SPLUS-s44s28,4:24:29,-56:59:06,66.12083333,-56.985,MAR,aperture,19.7188,19.0965,19.0877,19.9506,20.0609,22.4323,20.4006,22.6115,20.1153,22.4249,20.7236,21.854
SPLUS-s44s29,SPLUS-s44s29,SPLUS,SPLUS-s44s29,4:34:17,-56:59:06,68.57083333,-56.985,MAR,aperture,19.8303,19.1999,19.1875,20.0479,20.1389,22.4982,20.4551,22.6535,20.1472,22.4555,20.7337,21.8964
SPLUS-s44s30,SPLUS-s44s30,SPLUS,SPLUS-s44s30,4:44:05,-56:59:06,71.02083333,-56.985,MAR,aperture,19.7621,19.1444,19.1208,19.9914,20.0996,22.4711,20.4337,22.6414,20.1384,22.4496,20.7403,21.8788
SPLUS-s44s31,SPLUS-s44s31,SPLUS,SPLUS-s44s31,4:53:53,-56:59:06,73.47083333,-56.985,MAR,aperture,19.7731,19.1537,19.1222,19.9933,20.0945,22.4588,20.4211,22.6289,20.1264,22.4347,20.7238,21.8611
SPLUS-s45s17,SPLUS-s45s17,SPLUS,SPLUS-s45s17,2:42:15,-58:15:31,40.5625,-58.25861111,MAR,aperture,19.401,18.7855,18.7955,19.6466,19.7591,22.1599,20.1436,22.4142,19.9323,22.2343,20.5984,21.6118
SPLUS-s45s18,SPLUS-s45s18,SPLUS,SPLUS-s45s18,2:52:24,-58:15:31,43.1,-58.25861111,MAR,aperture,19.6205,18.9957,18.9809,19.8304,19.9246,22.3059,20.273,22.5209,20.0309,22.3372,20.6595,21.7291
SPLUS-s45s19,SPLUS-s45s19,SPLUS,SPLUS-s45s19,3:02:32,-58:15:31,45.63333333,-58.25861111,MAR,aperture,19.6999,19.0664,19.0488,19.9167,20.0272,22.4083,20.3756,22.5977,20.1002,22.4203,20.7119,21.8569
SPLUS-s45s20,SPLUS-s45s20,SPLUS,SPLUS-s45s20,3:12:41,-58:15:31,48.17083333,-58.25861111,MAR,aperture,19.6494,19.0241,19.0166,19.865,19.9759,22.3562,20.3272,22.5657,20.0702,22.3979,20.6988,21.8381
SPLUS-s45s21,SPLUS-s45s21,SPLUS,SPLUS-s45s21,3:22:49,-58:15:31,50.70416667,-58.25861111,MAR,aperture,19.6805,19.0645,19.0507,19.9106,20.0114,22.3935,20.3623,22.5937,20.0989,22.4122,20.7269,21.8208
SPLUS-s45s22,SPLUS-s45s22,SPLUS,SPLUS-s45s22,3:32:57,-58:15:31,53.2375,-58.25861111,MAR,aperture,19.5767,18.9697,18.9654,19.8259,19.9284,22.3139,20.2847,22.5229,20.0309,22.3249,20.6645,21.6976
SPLUS-s45s23,SPLUS-s45s23,SPLUS,SPLUS-s45s23,3:43:06,-58:15:31,55.775,-58.25861111,MAR,aperture,19.7952,19.1611,19.1543,20.0126,20.1216,22.4904,20.4505,22.651,20.1483,22.461,20.7374,21.9059
SPLUS-s45s24,SPLUS-s45s24,SPLUS,SPLUS-s45s24,3:53:14,-58:15:31,58.30833333,-58.25861111,MAR,aperture,19.8512,19.2166,19.191,20.0652,20.1671,22.5217,20.478,22.6677,20.1668,22.4724,20.7523,21.9201
SPLUS-s45s25,SPLUS-s45s25,SPLUS,SPLUS-s45s25,4:03:23,-58:15:31,60.84583333,-58.25861111,MAR,aperture,19.7221,19.0986,19.0838,19.9451,20.0472,22.4244,20.3931,22.6151,20.1157,22.4236,20.7303,21.8264
SPLUS-s45s26,SPLUS-s45s26,SPLUS,SPLUS-s45s26,4:13:31,-58:15:31,63.37916667,-58.25861111,MAR,aperture,19.6921,19.0687,19.0601,19.926,20.0292,22.4071,20.3769,22.5845,20.0872,22.3801,20.6921,21.7769
SPLUS-s45s27,SPLUS-s45s27,SPLUS,SPLUS-s45s27,4:23:40,-58:15:31,65.91666667,-58.25861111,MAR,aperture,19.7623,19.1379,19.1116,19.9785,20.0858,22.4554,20.4202,22.6225,20.1202,22.4259,20.7206,21.8521
SPLUS-s45s28,SPLUS-s45s28,SPLUS,SPLUS-s45s28,4:33:48,-58:15:31,68.45,-58.25861111,MAR,aperture,19.7659,19.141,19.1236,19.9845,20.0821,22.4535,20.4141,22.6215,20.1212,22.4329,20.7235,21.8656
SPLUS-s45s29,SPLUS-s45s29,SPLUS,SPLUS-s45s29,4:43:57,-58:15:31,70.9875,-58.25861111,MAR,aperture,19.7517,19.1222,19.1008,19.9733,20.0857,22.4584,20.4205,22.6302,20.1276,22.4414,20.7319,21.8765
SPLUS-s45s30,SPLUS-s45s30,SPLUS,SPLUS-s45s30,4:54:05,-58:15:31,73.52083333,-58.25861111,MAR,aperture,19.8101,19.1839,19.1594,20.0237,20.1236,22.487,20.4483,22.6461,20.1402,22.4498,20.7327,21.8901
SPLUS-s45s31,SPLUS-s45s31,SPLUS,SPLUS-s45s31,21:07:36,-58:15:31,316.9,-58.25861111,MAR,aperture,20.8179,20.1875,20.1994,21.096,21.2367,23.5592,21.5082,23.6132,21.0938,23.3482,21.6401,22.7519
SPLUS-s45s41,SPLUS-s45s41,SPLUS,SPLUS-s45s41,22:49:01,-58:15:31,342.2541667,-58.25861111,MAR,aperture,19.7888,19.1734,19.1611,20.0273,20.134,22.5093,20.4692,22.6746,20.1755,22.4819,20.7577,21.9244
SPLUS-s46s01,SPLUS-s46s01,SPLUS,SPLUS-s46s01,0:00:04,-59:31:40,0.01666666667,-59.52777778,MAR,aperture,19.7753,19.1682,19.1656,20.0269,20.1344,22.5064,20.4699,22.674,20.1758,22.4808,20.7609,21.9219
SPLUS-s46s02,SPLUS-s46s02,SPLUS,SPLUS-s46s02,0:10:31,-59:31:40,2.629166667,-59.52777778,MAR,aperture,20.7613,20.1385,20.1459,21.0284,21.1536,23.4897,21.4484,23.5761,21.0648,23.3431,21.6287,22.7669
SPLUS-s46s16,SPLUS-s46s16,SPLUS,SPLUS-s46s16,2:37:40,-59:31:40,39.41666667,-59.52777778,MAR,aperture,19.5228,18.8999,18.8969,19.7512,19.8589,22.2453,20.213,22.4737,19.9866,22.2771,20.6278,21.6466
SPLUS-s46s17,SPLUS-s46s17,SPLUS,SPLUS-s46s17,2:48:11,-59:31:40,42.04583333,-59.52777778,MAR,aperture,19.6277,18.992,18.995,19.8551,19.9833,22.3712,20.3407,22.5727,20.0729,22.4037,20.703,21.8424
SPLUS-s46s18,SPLUS-s46s18,SPLUS,SPLUS-s46s18,2:58:41,-59:31:40,44.67083333,-59.52777778,MAR,aperture,19.5708,18.953,18.9392,19.7983,19.901,22.2945,20.2693,22.5233,20.0338,22.354,20.6721,21.7765
SPLUS-s46s19,SPLUS-s46s19,SPLUS,SPLUS-s46s19,3:09:12,-59:31:40,47.3,-59.52777778,MAR,aperture,19.6316,19.0018,18.9514,19.8375,19.9542,22.3384,20.2983,22.5134,20.0577,22.3681,20.6826,21.7941
SPLUS-s46s20,SPLUS-s46s20,SPLUS,SPLUS-s46s20,3:19:42,-59:31:40,49.925,-59.52777778,MAR,aperture,19.6252,19.0043,18.9818,19.8184,19.8979,22.2699,20.2436,22.5357,20.0425,22.3804,20.6895,21.806
SPLUS-s46s21,SPLUS-s46s21,SPLUS,SPLUS-s46s21,3:30:13,-59:31:40,52.55416667,-59.52777778,MAR,aperture,19.5811,18.9719,18.9473,19.802,19.8784,22.2534,20.2242,22.5189,20.0434,22.3646,20.6973,21.7825
SPLUS-s46s22,SPLUS-s46s22,SPLUS,SPLUS-s46s22,3:40:44,-59:31:40,55.18333333,-59.52777778,MAR,aperture,19.7629,19.1321,19.1286,19.9824,20.088,22.4589,20.4188,22.6335,20.1325,22.4508,20.738,21.8958
SPLUS-s46s23,SPLUS-s46s23,SPLUS,SPLUS-s46s23,3:51:14,-59:31:40,57.80833333,-59.52777778,MAR,aperture,19.7629,19.1421,19.1293,19.9812,20.0873,22.46,20.4203,22.6336,20.132,22.4475,20.7354,21.8805
SPLUS-s46s24,SPLUS-s46s24,SPLUS,SPLUS-s46s24,4:01:45,-59:31:40,60.4375,-59.52777778,MAR,aperture,19.7204,19.0967,19.0744,19.9187,20.0147,22.3899,20.3474,22.5932,20.099,22.4107,20.7194,21.8164
SPLUS-s46s25,SPLUS-s46s25,SPLUS,SPLUS-s46s25,4:12:16,-59:31:40,63.06666667,-59.52777778,MAR,aperture,19.7269,19.1108,19.0952,19.9504,20.046,22.4166,20.3789,22.6033,20.1069,22.4098,20.7188,21.813
SPLUS-s46s26,SPLUS-s46s26,SPLUS,SPLUS-s46s26,4:22:46,-59:31:40,65.69166667,-59.52777778,MAR,aperture,19.7139,19.0983,19.0859,19.9436,20.0585,22.4278,20.3983,22.6043,20.109,22.4149,20.7107,21.8359
SPLUS-s46s27,SPLUS-s46s27,SPLUS,SPLUS-s46s27,4:33:17,-59:31:40,68.32083333,-59.52777778,MAR,aperture,19.7227,19.1003,19.0815,19.9454,20.0537,22.4298,20.3938,22.6008,20.1027,22.3964,20.7038,21.7939
SPLUS-s46s28,SPLUS-s46s28,SPLUS,SPLUS-s46s28,4:43:48,-59:31:40,70.95,-59.52777778,MAR,aperture,19.7274,19.1059,19.0879,19.9515,20.061,22.4392,20.4035,22.6122,20.1158,22.4197,20.7254,21.8372
SPLUS-s46s29,SPLUS-s46s29,SPLUS,SPLUS-s46s29,4:54:18,-59:31:40,73.575,-59.52777778,MAR,aperture,19.7507,19.1328,19.108,19.9808,20.094,22.4701,20.4336,22.6361,20.1327,22.4457,20.733,21.8737
SPLUS-s46s32,SPLUS-s46s32,SPLUS,SPLUS-s46s32,21:22:20,-59:31:40,320.5833333,-59.52777778,MAR,aperture,20.7696,20.1526,20.1937,21.0922,21.2348,23.5569,21.5021,23.6152,21.0934,23.355,21.6401,22.7629
SPLUS-s46s40,SPLUS-s46s40,SPLUS,SPLUS-s46s40,22:46:25,-59:31:40,341.6041667,-59.52777778,MAR,aperture,19.7387,19.1303,19.1239,19.9886,20.0945,22.4732,20.4335,22.6414,20.147,22.4547,20.7432,21.8941
STRIPE82_0001,STRIPE82-0001,STRIPE82,STRIPE82_0001,0:00:00,-0:42:00,0.0,-0.7,MAR,aperture,20.8241,20.187,20.2541,21.1602,21.3188,23.5953,21.5339,23.6335,21.1177,23.3931,21.6763,22.8294
STRIPE82_0002,STRIPE82-0002,STRIPE82,STRIPE82_0002,0:00:00,+00:42:00,0.0,0.7,MAR,aperture,20.8598,20.2396,20.299,21.2005,21.3431,23.6485,21.5895,23.6703,21.1365,23.4261,21.6913,22.8846
STRIPE82-0003,STRIPE82-0003,STRIPE82,STRIPE82_0003,0:05:40,-0:42:00,1.416666667,-0.7,JYPE,aperture,20.0072,19.4018,19.5107,20.5318,20.722,22.932,20.8345,22.7959,20.2712,22.586,20.8291,22.0722
STRIPE82-0004,STRIPE82-0004,STRIPE82,STRIPE82_0004,0:05:40,+00:42:00,1.416666667,0.7,JYPE,aperture,19.9668,19.379,19.4898,20.5197,20.7148,22.9168,20.7736,22.7784,20.2228,22.5478,20.822,21.9997
STRIPE82-0005,STRIPE82-0005,STRIPE82,STRIPE82_0005,0:11:20,-0:42:00,2.833333333,-0.7,JYPE,aperture,20.0003,19.3761,19.4814,20.5159,20.7109,22.9393,20.8408,22.7966,20.2782,22.5651,20.828,21.9996
STRIPE82-0006,STRIPE82-0006,STRIPE82,STRIPE82_0006,0:11:20,+00:42:00,2.833333333,0.7,JYPE,aperture,19.986,19.3801,19.4754,20.5028,20.6902,22.9298,20.8036,22.7895,20.2782,22.5609,20.8293,21.9904
STRIPE82-0007,STRIPE82-0007,STRIPE82,STRIPE82_0007,0:17:00,-0:42:00,4.25,-0.7,JYPE,aperture,19.9646,19.3629,19.4691,20.4908,20.6976,22.9183,20.8181,22.7778,20.2603,22.5562,20.817,21.9968
STRIPE82_0008,STRIPE82-0008,STRIPE82,STRIPE82_0008,0:17:00,+00:42:00,4.25,0.7,MAR,aperture,20.8927,20.2697,20.3186,21.2152,21.3608,23.6643,21.609,23.6675,21.1389,23.4112,21.6814,22.8488
STRIPE82-0009,STRIPE82-0009,STRIPE82,STRIPE82_0009,0:22:41,-0:42:00,5.670833333,-0.7,JYPE,aperture,20.0085,19.4316,19.4907,20.5347,20.7281,22.9263,20.8384,22.7847,20.2734,22.5589,20.8292,22.0022
STRIPE82_0010,STRIPE82-0010,STRIPE82,STRIPE82_0010,0:22:41,+00:42:00,5.670833333,0.7,MAR,aperture,20.8135,20.2299,20.1479,21.0065,21.2713,23.5759,21.5547,23.5168,21.1267,23.2511,21.681,22.8192
STRIPE82_0011,STRIPE82-0011,STRIPE82,STRIPE82_0011,0:28:21,-0:42:00,7.0875,-0.7,MAR,aperture,20.6942,20.1285,20.1813,21.1108,21.2691,23.5956,21.5394,23.6285,21.1144,23.3823,21.6668,22.8047
STRIPE82_0012,STRIPE82-0012,STRIPE82,STRIPE82_0012,0:28:21,+00:42:00,7.0875,0.7,MAR,aperture,20.9391,20.2847,20.3201,21.2286,21.3751,23.6735,21.6153,23.6698,21.1418,23.405,21.6822,22.8368
STRIPE82-0013,STRIPE82-0013,STRIPE82,STRIPE82_0013,0:34:01,-0:42:00,8.504166667,-0.7,JYPE,aperture,20.0121,19.4187,19.507,20.538,20.7259,22.9318,20.8368,22.7819,20.267,22.5662,20.828,22.02
STRIPE82_0014,STRIPE82-0014,STRIPE82,STRIPE82_0014,0:34:01,+00:42:00,8.504166667,0.7,MAR,aperture,20.9278,20.2797,20.321,21.2212,21.3708,23.668,21.6074,23.6665,21.1397,23.4134,21.6787,22.8606
STRIPE82-0015,STRIPE82-0015,STRIPE82,STRIPE82_0015,0:39:41,-0:42:00,9.920833333,-0.7,JYPE,aperture,20.0028,19.4074,19.4934,20.5299,20.7222,22.9354,20.8464,22.7844,20.2731,22.5593,20.8233,22.0002
STRIPE82_0016,STRIPE82-0016,STRIPE82,STRIPE82_0016,0:39:41,+00:42:00,9.920833333,0.7,MAR,aperture,20.901,20.2664,20.308,21.2076,21.356,23.6607,21.6048,23.657,21.1252,23.4009,21.6721,22.8582
STRIPE82_0017,STRIPE82-0017,STRIPE82,STRIPE82_0017,0:45:21,-0:42:00,11.3375,-0.7,MAR,aperture,20.6975,20.1178,20.1904,21.107,21.2727,23.5559,21.5177,23.6303,21.0908,23.3247,21.6056,22.7951
STRIPE82_0018,STRIPE82-0018,STRIPE82,STRIPE82_0018,0:45:21,+00:42:00,11.3375,0.7,MAR,aperture,20.9131,20.2844,20.333,21.2257,21.3793,23.6752,21.618,23.6687,21.1385,23.4095,21.6807,22.8486
STRIPE82-0019,STRIPE82-0019,STRIPE82,STRIPE82_0019,0:51:01,-0:42:00,12.75416667,-0.7,JYPE,aperture,19.9954,19.4077,19.4983,20.524,20.7094,22.9256,20.8472,22.7912,20.2723,22.5606,20.8257,21.982
STRIPE82_0020,STRIPE82-0020,STRIPE82,STRIPE82_0020,0:51:01,+00:42:00,12.75416667,0.7,MAR,aperture,20.824,20.0317,20.3242,21.214,21.3613,23.6537,21.5981,23.6557,21.1313,23.4062,21.6734,22.8515
STRIPE82-0021,STRIPE82-0021,STRIPE82,STRIPE82_0021,0:56:42,-0:42:00,14.175,-0.7,JYPE,aperture,19.9861,19.3861,19.4936,20.5224,20.7178,22.9193,20.8324,22.7774,20.2638,22.5496,20.8201,22.0025
STRIPE82-0022,STRIPE82-0022,STRIPE82,STRIPE82_0022,0:56:42,+00:42:00,14.175,0.7,JYPE,aperture,20.0,19.4118,19.5147,20.5357,20.7305,22.9486,20.8575,22.8045,20.2896,22.5704,20.8358,22.002
STRIPE82-0023,STRIPE82-0023,STRIPE82,STRIPE82_0023,1:02:22,-0:42:00,15.59166667,-0.7,JYPE,aperture,19.989,19.4036,19.4911,20.5163,20.7059,22.9243,20.8316,22.7817,20.2647,22.5608,20.822,22.0157
STRIPE82-0024,STRIPE82-0024,STRIPE82,STRIPE82_0024,1:02:22,+00:42:00,15.59166667,0.7,JYPE,aperture,20.0012,19.4025,19.4959,20.5276,20.7173,22.9322,20.8412,22.7912,20.2767,22.574,20.834,22.0285
STRIPE82_0025,STRIPE82-0025,STRIPE82,STRIPE82_0025,1:08:02,-0:42:00,17.00833333,-0.7,MAR,aperture,20.9026,20.1698,20.025,20.9632,21.301,23.681,21.6229,23.6759,21.141,23.417,21.6851,22.8412
STRIPE82_0026,STRIPE82-0026,STRIPE82,STRIPE82_0026,1:08:02,+00:42:00,17.00833333,0.7,MAR,aperture,20.9312,20.2662,20.3055,21.2307,21.3722,23.6765,21.6174,23.6727,21.1385,23.4153,21.6832,22.848
STRIPE82-0027,STRIPE82-0027,STRIPE82,STRIPE82_0027,1:13:42,-0:42:00,18.425,-0.7,JYPE,aperture,20.0033,19.4148,19.5063,20.5393,20.7186,22.934,20.8391,22.7824,20.2702,22.5632,20.8281,22.0118
STRIPE82-0028,STRIPE82-0028,STRIPE82,STRIPE82_0028,1:13:42,+00:42:00,18.425,0.7,JYPE,aperture,19.9661,19.3644,19.4365,20.4905,20.6786,22.9015,20.8167,22.7748,20.2592,22.5469,20.8127,21.9791
STRIPE82_0029,STRIPE82-0029,STRIPE82,STRIPE82_0029,1:19:22,-0:42:00,19.84166667,-0.7,MAR,aperture,20.9368,20.2964,20.3124,21.236,21.376,23.6774,21.6154,23.6744,21.14,23.4152,21.6831,22.8474
STRIPE82-0030,STRIPE82-0030,STRIPE82,STRIPE82_0030,1:19:22,+00:42:00,19.84166667,0.7,JYPE,aperture,19.994,19.3859,19.4733,20.5051,20.7033,22.9291,20.8261,22.7839,20.2618,22.5528,20.8172,21.9727
STRIPE82-0031,STRIPE82-0031,STRIPE82,STRIPE82_0031,1:25:02,-0:42:00,21.25833333,-0.7,JYPE,aperture,20.0391,19.4293,19.5239,20.5534,20.7484,22.9455,20.8546,22.7994,20.293,22.5783,20.8413,22.0256
STRIPE82_0032,STRIPE82-0032,STRIPE82,STRIPE82_0032,1:25:02,+00:42:00,21.25833333,0.7,MAR,aperture,20.8131,19.884,20.3002,21.2107,21.3509,23.3193,21.444,23.5572,21.1284,23.415,21.6754,22.876
STRIPE82-0033,STRIPE82-0033,STRIPE82,STRIPE82_0033,1:30:43,-0:42:00,22.67916667,-0.7,JYPE,aperture,20.0239,19.4186,19.5214,20.5465,20.7391,22.9362,20.848,22.7955,20.2856,22.5766,20.8386,22.0202
STRIPE82-0034,STRIPE82-0034,STRIPE82,STRIPE82_0034,1:30:43,+00:42:00,22.67916667,0.7,JYPE,aperture,20.0009,19.4096,19.5121,20.5314,20.7209,22.9258,20.8425,22.7902,20.2847,22.5563,20.8333,21.9606
STRIPE82-0035,STRIPE82-0035,STRIPE82,STRIPE82_0035,1:36:23,-0:42:00,24.09583333,-0.7,JYPE,aperture,20.0147,19.4101,19.515,21.1082,21.2579,22.928,21.5126,22.798,21.0777,22.5853,21.629,22.0756
STRIPE82-0036,STRIPE82-0036,STRIPE82,STRIPE82_0036,1:36:23,+00:42:00,24.09583333,0.7,JYPE,aperture,19.7541,19.2327,19.1243,19.8397,20.4285,22.7938,20.5525,22.5974,19.9423,22.285,20.3591,21.677
STRIPE82-0037,STRIPE82-0037,STRIPE82,STRIPE82_0037,1:42:03,-0:42:00,25.5125,-0.7,JYPE,aperture,20.016,19.4228,19.5178,20.5417,20.7272,22.9275,20.8389,22.7836,20.2726,22.561,20.8296,22.0355
STRIPE82-0038,STRIPE82-0038,STRIPE82,STRIPE82_0038,1:42:03,+00:42:00,25.5125,0.7,JYPE,aperture,19.9457,19.2453,19.4267,20.4843,20.6069,22.8783,20.7257,22.7411,20.2525,22.4782,20.7886,21.9261
STRIPE82-0039,STRIPE82-0039,STRIPE82,STRIPE82_0039,1:47:43,-0:42:00,26.92916667,-0.7,JYPE,aperture,20.0128,19.4196,19.5218,20.5525,20.7488,22.9387,20.8513,22.7973,20.2824,22.57,20.8421,22.0015
STRIPE82-0040,STRIPE82-0040,STRIPE82,STRIPE82_0040,1:47:43,+00:42:00,26.92916667,0.7,JYPE,aperture,19.9849,19.408,19.5141,20.5484,20.7379,22.9402,20.8544,22.7987,20.284,22.5749,20.8378,22.0196
STRIPE82_0041,STRIPE82-0041,STRIPE82,STRIPE82_0041,1:53:23,-0:42:00,28.34583333,-0.7,MAR,aperture,20.7051,20.1243,20.195,21.1169,21.2894,23.6049,21.5502,23.6367,21.1224,23.3894,21.6699,22.8179
STRIPE82-0042,STRIPE82-0042,STRIPE82,STRIPE82_0042,1:53:23,+00:42:00,28.34583333,0.7,JYPE,aperture,20.0095,19.4117,19.5245,20.5412,20.7414,22.9433,20.8548,22.8005,20.2816,22.5751,20.8341,22.0142
STRIPE82_0043,STRIPE82-0043,STRIPE82,STRIPE82_0043,1:59:03,-0:42:00,29.7625,-0.7,MAR,aperture,20.9035,20.2628,20.3137,21.205,21.3543,23.6566,21.5965,23.6657,21.1353,23.4218,21.679,22.8908
STRIPE82-0044,STRIPE82-0044,STRIPE82,STRIPE82_0044,1:59:03,+00:42:00,29.7625,0.7,JYPE,aperture,19.9211,19.3189,19.4244,20.4461,20.6482,22.913,20.8,22.7857,20.254,22.5693,20.8077,22.0115
STRIPE82-0045,STRIPE82-0045,STRIPE82,STRIPE82_0045,2:04:43,-0:42:00,31.17916667,-0.7,JYPE,aperture,20.0053,19.4172,19.516,20.5428,20.7275,22.9328,20.8393,22.7843,20.2704,22.5693,20.8308,22.0243
STRIPE82-0046,STRIPE82-0046,STRIPE82,STRIPE82_0046,2:04:43,+00:42:00,31.17916667,0.7,JYPE,aperture,20.0002,19.3945,19.488,20.5227,20.7169,22.9283,20.8356,22.7955,20.2505,22.5727,20.8204,22.0224
STRIPE82-0047,STRIPE82-0047,STRIPE82,STRIPE82_0047,2:10:24,-0:42:00,32.6,-0.7,JYPE,aperture,19.8889,19.3239,19.4404,20.5128,20.7054,22.8353,20.8412,22.6773,20.2745,22.432,20.8351,21.8876
STRIPE82_0048,STRIPE82-0048,STRIPE82,STRIPE82_0048,2:10:24,+00:42:00,32.6,0.7,MAR,aperture,20.9079,20.2723,20.3191,21.2199,21.3692,23.6676,21.6024,23.6583,21.1312,23.4077,21.6761,22.8578
STRIPE82_0049,STRIPE82-0049,STRIPE82,STRIPE82_0049,2:16:04,-0:42:00,34.01666667,-0.7,MAR,aperture,20.9202,20.2827,20.3281,21.2281,21.3755,23.6731,21.6097,23.6699,21.1376,23.4144,21.6776,22.874
STRIPE82-0050,STRIPE82-0050,STRIPE82,STRIPE82_0050,2:16:04,+00:42:00,34.01666667,0.7,JYPE,aperture,19.9606,19.3561,19.4542,20.4824,20.6797,22.9222,20.8201,22.787,20.2686,22.5537,20.8319,21.9579
STRIPE82-0051,STRIPE82-0051,STRIPE82,STRIPE82_0051,2:21:44,-0:42:00,35.43333333,-0.7,JYPE,aperture,20.004,19.4151,19.4945,20.535,20.725,22.9274,20.8418,22.7962,20.2765,22.5656,20.8353,22.0082
STRIPE82-0052,STRIPE82-0052,STRIPE82,STRIPE82_0052,2:21:44,+00:42:00,35.43333333,0.7,JYPE,aperture,19.9892,19.3956,19.4833,20.5164,20.7144,22.9373,20.8441,22.7975,20.2868,22.5685,20.8291,21.9946
STRIPE82-0053,STRIPE82-0053,STRIPE82,STRIPE82_0053,2:27:24,-0:42:00,36.85,-0.7,JYPE,aperture,19.9881,19.3866,19.4944,20.5238,20.7177,22.9215,20.834,22.7772,20.2677,22.5594,20.8288,22.0053
STRIPE82_0054,STRIPE82-0054,STRIPE82,STRIPE82_0054,2:27:24,+00:42:00,36.85,0.7,MAR,aperture,20.9333,20.2807,20.3361,21.2298,21.378,23.6788,21.6167,23.6838,21.1591,23.431,21.6997,22.8758
STRIPE82_0055,STRIPE82-0055,STRIPE82,STRIPE82_0055,2:33:04,-0:42:00,38.26666667,-0.7,MAR,aperture,20.9177,20.2904,20.3286,21.2362,21.3945,23.6876,21.6284,23.6689,21.1451,23.4085,21.6843,22.8691
STRIPE82_0056,STRIPE82-0056,STRIPE82,STRIPE82_0056,2:33:04,+00:42:00,38.26666667,0.7,MAR,aperture,20.918,20.2791,20.3158,21.2213,21.3683,23.6746,21.6161,23.6852,21.1562,23.4324,21.6971,22.8876
