iDR5_Field_Name,Field,PID,NAME,RA,DEC,RA_d,DEC_d,Reduction,Photometry,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
HYDRA_0122,HYDRA-0122,HYDRA,HYDRA_0122,10:12:55,-40:28:34,153.2291667,-40.47611111,MAR,aperture,20.6981,20.1458,20.1855,21.1045,21.2462,23.5478,21.4914,23.5832,21.0667,23.3205,21.6133,22.7347
HYDRA_0123,HYDRA-0123,HYDRA,HYDRA_0123,10:20:18,-40:28:34,155.075,-40.47611111,MAR,aperture,20.712,20.1569,20.1889,21.098,21.2298,23.5315,21.4776,23.5957,21.0834,23.3451,21.6376,22.752
HYDRA_0124,HYDRA-0124,HYDRA,HYDRA_0124,10:27:42,-40:28:34,156.925,-40.47611111,MAR,aperture,20.4271,19.9017,19.9542,20.8847,21.0251,23.3721,21.3283,23.484,20.9814,23.2427,21.568,22.6215
HYDRA_0125,HYDRA-0125,HYDRA,HYDRA_0125,10:35:05,-40:28:34,158.7708333,-40.47611111,MAR,aperture,20.7784,20.1723,20.1997,21.099,21.2295,23.5332,21.475,23.5868,21.0632,23.3355,21.6108,22.773
HYDRA_0126,HYDRA-0126,HYDRA,HYDRA_0126,10:42:28,-40:28:34,160.6166667,-40.47611111,MAR,aperture,20.8047,20.194,20.1969,21.0832,21.2091,23.5002,21.4431,23.5466,21.027,23.294,21.5806,22.6982
HYDRA_0127,HYDRA-0127,HYDRA,HYDRA_0127,10:49:51,-40:28:34,162.4625,-40.47611111,MAR,aperture,20.7507,20.1652,20.1903,21.0888,21.2168,23.5091,21.4533,23.5498,21.0272,23.2876,21.5768,22.6743
HYDRA_0128,HYDRA-0128,HYDRA,HYDRA_0128,10:57:14,-40:28:34,164.3083333,-40.47611111,MAR,aperture,20.7268,20.1126,20.1123,20.993,21.1202,23.4237,21.3829,23.5192,21.0066,23.2799,21.5857,22.6608
HYDRA-0129,HYDRA-0129,HYDRA,HYDRA_0129,10:03:08,-41:50:32,150.7833333,-41.84222222,JYPE,aperture,19.9031,19.3537,19.4,20.4245,20.6054,22.8378,20.7748,22.7287,20.2281,22.4944,20.7694,21.8988
HYDRA_0130,HYDRA-0130,HYDRA,HYDRA_0130,10:10:41,-41:50:32,152.6708333,-41.84222222,MAR,aperture,20.1552,19.6481,19.6959,20.6263,20.7671,23.1129,21.068,23.2947,20.8167,23.1259,21.4731,22.5313
HYDRA_0131,HYDRA-0131,HYDRA,HYDRA_0131,10:18:13,-41:50:32,154.5541667,-41.84222222,MAR,aperture,20.5999,19.9992,20.0073,20.8992,21.0176,23.3109,21.2512,23.4426,20.9939,23.2604,21.5886,22.6991
HYDRA_0132,HYDRA-0132,HYDRA,HYDRA_0132,10:25:46,-41:50:32,156.4416667,-41.84222222,MAR,aperture,20.5362,19.9783,20.0154,20.9159,21.0322,23.379,21.3168,23.4965,21.0071,23.2655,21.5612,22.667
HYDRA_0133,HYDRA-0133,HYDRA,HYDRA_0133,10:33:18,-41:50:32,158.325,-41.84222222,MAR,aperture,20.5927,20.0597,20.093,21.0016,21.1364,23.4506,21.3934,23.5278,21.0209,23.277,21.5797,22.6556
HYDRA_0134,HYDRA-0134,HYDRA,HYDRA_0134,10:40:50,-41:50:32,160.2083333,-41.84222222,MAR,aperture,20.7869,20.1891,20.2034,21.1019,21.2285,23.501,21.468,23.5439,21.0301,23.2868,21.5912,22.6969
HYDRA_0135,HYDRA-0135,HYDRA,HYDRA_0135,10:48:23,-41:50:32,162.0958333,-41.84222222,MAR,aperture,20.826,20.2138,20.2132,21.111,21.2248,23.5057,21.4457,23.5514,21.0291,23.2945,21.5813,22.6861
HYDRA-0136,HYDRA-0136,HYDRA,HYDRA_0136,10:55:55,-41:50:32,163.9791667,-41.84222222,JYPE,aperture,20.0752,19.4589,19.4955,20.4837,20.6421,22.9186,20.8135,22.8014,20.281,22.5626,20.8157,21.9737
HYDRA-0137,HYDRA-0137,HYDRA,HYDRA_0137,10:00:39,-43:12:21,150.1625,-43.20583333,JYPE,aperture,19.8968,19.3468,19.4126,20.437,20.6211,22.8388,20.7787,22.7193,20.2217,22.4819,20.7621,21.8796
HYDRA_0138,HYDRA-0138,HYDRA,HYDRA_0138,10:08:21,-43:12:21,152.0875,-43.20583333,MAR,aperture,20.7352,20.1746,20.2074,21.137,21.2786,23.5776,21.53,23.6051,21.0954,23.3481,21.637,22.759
HYDRA_0139,HYDRA-0139,HYDRA,HYDRA_0139,10:16:03,-43:12:21,154.0125,-43.20583333,MAR,aperture,20.5927,20.0519,20.0981,21.0228,21.167,23.4737,21.4123,23.5321,21.0283,23.2745,21.5915,22.6568
HYDRA_0140,HYDRA-0140,HYDRA,HYDRA_0140,10:23:45,-43:12:21,155.9375,-43.20583333,MAR,aperture,20.3387,19.8085,19.8945,20.8604,21.2028,23.5087,21.4682,23.5589,21.0518,23.2821,21.6116,22.6563
HYDRA_0141,HYDRA-0141,HYDRA,HYDRA_0141,10:31:27,-43:12:21,157.8625,-43.20583333,MAR,aperture,20.6203,20.0398,20.0483,20.9538,21.08,23.4071,21.3578,23.5036,21.0015,23.2581,21.5783,22.6413
HYDRA_0142,HYDRA-0142,HYDRA,HYDRA_0142,10:39:09,-43:12:21,159.7875,-43.20583333,MAR,aperture,20.6462,20.1,20.134,21.0477,21.1871,23.4983,21.4432,23.549,21.0386,23.2998,21.5877,22.7031
HYDRA_0143,HYDRA-0143,HYDRA,HYDRA_0143,10:46:51,-43:12:21,161.7125,-43.20583333,MAR,aperture,20.8069,20.1951,20.2025,21.0842,21.2009,23.4856,21.4307,23.538,21.0136,23.2892,21.574,22.681
HYDRA_0144,HYDRA-0144,HYDRA,HYDRA_0144,10:54:33,-43:12:21,163.6375,-43.20583333,MAR,aperture,20.7875,20.1869,20.1953,21.0964,21.2293,23.5338,21.4717,23.5644,21.0425,23.2958,21.5919,22.6717
HYDRA_0145,HYDRA-0145,HYDRA,HYDRA_0145,10:05:54,-44:34:01,151.475,-44.56694444,MAR,aperture,20.7476,20.1808,20.2095,21.1321,21.2697,23.5676,21.5141,23.5967,21.0759,23.3338,21.6245,22.7511
HYDRA_0146,HYDRA-0146,HYDRA,HYDRA_0146,10:13:46,-44:34:01,153.4416667,-44.56694444,MAR,aperture,20.8361,20.2508,20.2672,21.1749,21.3025,23.5971,21.5296,23.6246,21.0467,23.3758,21.5994,22.6925
HYDRA_0147,HYDRA-0147,HYDRA,HYDRA_0147,10:21:38,-44:34:01,155.4083333,-44.56694444,MAR,aperture,20.4972,19.9462,19.9855,20.8914,21.0149,23.32,21.2674,23.4543,20.9538,23.247,21.5569,22.6387
HYDRA_0148,HYDRA-0148,HYDRA,HYDRA_0148,10:29:30,-44:34:01,157.375,-44.56694444,MAR,aperture,20.5923,20.054,20.0909,21.0191,21.1637,23.492,21.4432,23.5567,21.0463,23.314,21.5996,22.7484
HYDRA_0149,HYDRA-0149,HYDRA,HYDRA_0149,10:37:23,-44:34:01,159.3458333,-44.56694444,MAR,aperture,20.6537,20.097,20.1325,21.0394,21.1729,23.4838,21.4271,23.5441,21.0431,23.2766,21.5895,22.6539
HYDRA_0150,HYDRA-0150,HYDRA,HYDRA_0150,10:45:15,-44:34:01,161.3125,-44.56694444,MAR,aperture,20.8158,20.2099,20.2078,21.1068,21.2275,23.5143,21.455,23.5479,21.0311,23.2929,21.5799,22.6993
HYDRA_0151,HYDRA-0151,HYDRA,HYDRA_0151,10:53:07,-44:34:01,163.2791667,-44.56694444,MAR,aperture,20.8105,20.1972,20.198,21.1003,21.2235,23.524,21.4603,23.5481,21.026,23.2825,21.5762,22.6663
HYDRA_0152,HYDRA-0152,HYDRA,HYDRA_0152,10:03:21,-45:55:31,150.8375,-45.92527778,MAR,aperture,20.7223,20.1728,20.1931,21.1229,21.2521,23.5579,21.5028,23.5935,21.0607,23.3376,21.6203,22.7582
HYDRA_0153,HYDRA-0153,HYDRA,HYDRA_0153,10:11:24,-45:55:31,152.85,-45.92527778,MAR,aperture,20.7356,20.1868,20.212,21.1406,21.2837,23.5371,21.4805,23.5954,21.0581,23.3389,21.6242,22.7682
HYDRA_0154,HYDRA-0154,HYDRA,HYDRA_0154,10:19:26,-45:55:31,154.8583333,-45.92527778,MAR,aperture,20.8156,20.2028,20.2333,21.1323,21.2711,23.5494,21.5011,23.5341,21.0105,23.2751,21.5607,22.6871
HYDRA_0155,HYDRA-0155,HYDRA,HYDRA_0155,10:27:29,-45:55:31,156.8708333,-45.92527778,MAR,aperture,20.5576,20.0145,20.0607,20.979,21.1114,23.4472,21.3996,23.5217,21.0252,23.2815,21.5945,22.6868
HYDRA_0156,HYDRA-0156,HYDRA,HYDRA_0156,10:35:32,-45:55:31,158.8833333,-45.92527778,MAR,aperture,20.6008,20.0463,20.1038,21.016,21.1646,23.4956,21.4471,23.538,21.0266,23.2829,21.5795,22.6867
HYDRA_0157,HYDRA-0157,HYDRA,HYDRA_0157,10:43:35,-45:55:31,160.8958333,-45.92527778,MAR,aperture,20.5431,20.0235,20.0619,20.9897,21.1324,23.4606,21.4056,23.5146,21.0097,23.2636,21.5658,22.6516
HYDRA_0158,HYDRA-0158,HYDRA,HYDRA_0158,10:51:37,-45:55:31,162.9041667,-45.92527778,MAR,aperture,20.8,20.19,20.198,21.0971,21.22,23.5099,21.4514,23.5449,21.0267,23.2799,21.5719,22.6658
HYDRA_0159,HYDRA-0159,HYDRA,HYDRA_0159,10:59:40,-45:55:31,164.9166667,-45.92527778,MAR,aperture,20.8316,20.1627,20.1651,21.0621,21.1814,23.4715,21.4166,23.5292,21.0134,23.2763,21.5693,22.6631
HYDRA_0160,HYDRA-0160,HYDRA,HYDRA_0160,10:00:41,-47:16:52,150.1708333,-47.28111111,MAR,aperture,20.7136,20.1625,20.1914,21.1319,21.28,23.5801,21.5267,23.5749,21.0577,23.3163,21.6024,22.7432
HYDRA_0161,HYDRA-0161,HYDRA,HYDRA_0161,10:08:55,-47:16:52,152.2291667,-47.28111111,MAR,aperture,20.6846,20.1366,20.1681,21.0982,21.2471,23.5421,21.493,23.5669,21.0538,23.3073,21.6024,22.7195
HYDRA_0162,HYDRA-0162,HYDRA,HYDRA_0162,10:17:09,-47:16:52,154.2875,-47.28111111,MAR,aperture,20.5598,20.0103,20.0412,20.9692,21.098,23.4038,21.3431,23.4942,20.9933,23.2705,21.5681,22.6628
HYDRA_0163,HYDRA-0163,HYDRA,HYDRA_0163,10:25:22,-47:16:52,156.3416667,-47.28111111,MAR,aperture,20.2479,19.7279,19.7486,20.6676,20.7928,23.1099,21.0711,23.3006,20.8148,23.1293,21.4801,22.5353
HYDRA_0164,HYDRA-0164,HYDRA,HYDRA_0164,10:33:36,-47:16:52,158.4,-47.28111111,MAR,aperture,20.6561,20.101,20.1498,21.0614,21.2088,23.5203,21.4737,23.5555,21.0425,23.3005,21.5925,22.7177
HYDRA_0165,HYDRA-0165,HYDRA,HYDRA_0165,10:41:50,-47:16:52,160.4583333,-47.28111111,MAR,aperture,20.5498,20.0326,20.0663,20.9984,21.1385,23.4546,21.4038,23.5123,21.0063,23.2617,21.57,22.6501
HYDRA_0166,HYDRA-0166,HYDRA,HYDRA_0166,10:50:03,-47:16:52,162.5125,-47.28111111,MAR,aperture,20.8097,20.1964,20.1966,21.1024,21.2341,23.5198,21.4636,23.5401,21.022,23.2709,21.5652,22.6602
HYDRA_0167,HYDRA-0167,HYDRA,HYDRA_0167,10:58:17,-47:16:52,164.5708333,-47.28111111,MAR,aperture,20.7998,20.1824,20.1862,21.0918,21.2151,23.4998,21.4471,23.5327,21.0135,23.2667,21.5636,22.6498
HYDRA-D-0001,HYDRA-D-0001,HYDRA_D,HYDRA_D_0001,10:33:25,-34:38:06,158.3541667,-34.64,JYPE,aperture,20.1109,19.4938,19.5271,20.5026,20.6534,22.9028,20.8086,22.7962,20.283,22.5518,20.8094,21.9521
HYDRA-D-0002,HYDRA-D-0002,HYDRA_D,HYDRA_D_0002,10:26:43,-34:37:55,156.6791667,-34.63,JYPE,aperture,20.0067,19.3894,19.4178,20.4082,20.5742,22.8682,20.7629,22.7798,20.2648,22.5418,20.8016,21.9387
HYDRA-D-0003,HYDRA-D-0003,HYDRA_D,HYDRA_D_0003,10:33:28,-36:00:19,158.3666667,-36.01,JYPE,aperture,20.0982,19.4987,19.5383,20.5179,20.6711,22.9003,20.816,22.7907,20.2905,22.5456,20.808,21.9381
HYDRA-D-0004,HYDRA-D-0004,HYDRA_D,HYDRA_D_0004,10:26:40,-36:00:29,156.6666667,-36.00805556,JYPE,aperture,20.0255,19.4752,19.5024,20.5008,20.6573,22.8784,20.8155,22.7784,20.2887,22.5303,20.8146,21.9239
SPLUS-n01s01,SPLUS-n01s01,SPLUS,SPLUS-n01s01,10:03:10,0:00:00,150.7916667,0.0,MAR,aperture,20.7946,20.1647,20.2084,21.1286,21.291,23.5808,21.5235,23.5641,21.039,23.3002,21.5894,22.7081
SPLUS-n01s02,SPLUS-n01s02,SPLUS,SPLUS-n01s02,10:08:36,0:00:00,152.15,0.0,MAR,aperture,19.4919,18.8948,18.9189,19.7722,19.8666,22.2603,20.2304,22.4706,19.978,22.2789,20.6045,21.6825
SPLUS-n01s03,SPLUS-n01s03,SPLUS,SPLUS-n01s03,10:14:02,0:00:00,153.5083333,0.0,MAR,aperture,19.581,18.9464,18.9646,19.8141,19.9242,22.3107,20.2683,22.4926,19.9986,22.3127,20.6144,21.7301
SPLUS-n01s04,SPLUS-n01s04,SPLUS,SPLUS-n01s04,10:19:28,0:00:00,154.8666667,0.0,MAR,aperture,19.5527,18.9333,18.9626,19.816,19.9147,22.3014,20.2608,22.5152,20.0312,22.3532,20.6642,21.7869
SPLUS-n01s05,SPLUS-n01s05,SPLUS,SPLUS-n01s05,10:24:54,0:00:00,156.225,0.0,MAR,aperture,20.4121,19.7937,19.8055,20.6729,20.8044,23.1829,21.1404,23.3543,20.8592,23.1715,21.4587,22.6155
SPLUS-n01s06,SPLUS-n01s06,SPLUS,SPLUS-n01s06,10:30:20,0:00:00,157.5833333,0.0,MAR,aperture,20.4977,19.8598,19.868,20.7185,20.8249,23.2037,21.1681,23.3807,20.8918,23.1987,21.4931,22.6393
SPLUS-n01s07,SPLUS-n01s07,SPLUS,SPLUS-n01s07,10:35:46,0:00:00,158.9416667,0.0,MAR,aperture,20.628,20.0459,19.7121,20.7241,20.7683,23.2144,21.1741,23.3801,20.8487,23.1957,21.4968,22.652
SPLUS-n01s08,SPLUS-n01s08,SPLUS,SPLUS-n01s08,10:41:12,0:00:00,160.3,0.0,MAR,aperture,20.7314,20.1653,20.3093,21.2892,21.4751,23.6796,21.5784,23.5627,21.0226,23.2892,21.5683,22.7456
SPLUS-n01s09,SPLUS-n01s09,SPLUS,SPLUS-n01s09,10:46:38,0:00:00,161.6583333,0.0,MAR,aperture,20.7255,20.1603,20.2975,21.2832,21.4592,23.6714,21.5741,23.5663,21.0244,23.2933,21.5689,22.7497
SPLUS-n01s10,SPLUS-n01s10,SPLUS,SPLUS-n01s10,10:52:05,0:00:00,163.0208333,0.0,MAR,aperture,20.6865,19.827,19.8357,20.7037,20.8229,23.2019,21.1688,23.3654,20.8598,23.1927,21.4738,22.6442
SPLUS-n01s18,SPLUS-n01s18,SPLUS,SPLUS-n01s18,11:35:33,0:00:00,173.8875,0.0,MAR,aperture,20.6221,20.0341,20.0931,21.0154,21.151,23.486,21.4287,23.5562,21.0525,23.3144,21.6087,22.7186
SPLUS-n01s19,SPLUS-n01s19,SPLUS,SPLUS-n01s19,11:40:59,0:00:00,175.2458333,0.0,MAR,aperture,20.6775,20.0742,20.1304,21.0466,21.2008,23.5168,21.4637,23.5696,21.0513,23.3163,21.6027,22.7292
SPLUS-n01s20,SPLUS-n01s20,SPLUS,SPLUS-n01s20,11:46:25,0:00:00,176.6041667,0.0,MAR,aperture,20.7719,20.1621,20.2046,21.1107,21.2424,23.5476,21.492,23.5858,21.0744,23.3284,21.6139,22.7457
SPLUS-n01s21,SPLUS-n01s21,SPLUS,SPLUS-n01s21,11:51:51,0:00:00,177.9625,0.0,MAR,aperture,20.741,20.0955,20.1311,21.0323,21.1719,23.4984,21.4549,23.5638,21.0456,23.3168,21.6035,22.7359
SPLUS-n01s22,SPLUS-n01s22,SPLUS,SPLUS-n01s22,11:57:17,0:00:00,179.3208333,0.0,MAR,aperture,20.6267,19.9963,20.027,20.9425,21.091,23.4216,21.3802,23.5102,20.9893,23.2669,21.577,22.6549
SPLUS-n01s23,SPLUS-n01s23,SPLUS,SPLUS-n01s23,12:02:43,0:00:00,180.6791667,0.0,MAR,aperture,20.7839,20.1386,20.1961,21.076,21.224,23.5329,21.4877,23.5712,21.0531,23.3203,21.605,22.7353
SPLUS-n01s24,SPLUS-n01s24,SPLUS,SPLUS-n01s24,12:08:09,0:00:00,182.0375,0.0,MAR,aperture,20.7595,20.1188,20.1501,21.0511,21.1799,23.4923,21.438,23.5551,21.0363,23.3048,21.5984,22.7003
SPLUS-n01s25,SPLUS-n01s25,SPLUS,SPLUS-n01s25,12:13:35,0:00:00,183.3958333,0.0,MAR,aperture,20.7594,20.132,20.1646,21.0606,21.2033,23.5088,21.4645,23.5629,21.0484,23.3128,21.6034,22.7084
SPLUS-n01s26,SPLUS-n01s26,SPLUS,SPLUS-n01s26,12:19:01,0:00:00,184.7541667,0.0,MAR,aperture,20.7608,20.1311,20.1394,21.0531,21.1962,23.5118,21.4622,23.5711,21.0492,23.3272,21.6072,22.7447
SPLUS-n01s27,SPLUS-n01s27,SPLUS,SPLUS-n01s27,12:24:27,0:00:00,186.1125,0.0,MAR,aperture,20.6724,20.0556,20.06,20.9166,21.0757,23.4143,21.3661,23.5335,21.026,23.317,21.6094,22.7374
SPLUS-n01s28,SPLUS-n01s28,SPLUS,SPLUS-n01s28,12:29:53,0:00:00,187.4708333,0.0,MAR,aperture,20.731,20.1106,20.1227,21.0291,21.1558,23.4619,21.416,23.5313,21.0141,23.2883,21.5698,22.6994
SPLUS-n01s37,SPLUS-n01s37,SPLUS,SPLUS-n01s37,13:18:48,0:00:00,199.7,0.0,MAR,aperture,20.7975,20.1685,20.1659,21.0906,21.2097,23.5357,21.4841,23.6085,21.086,23.3697,21.6471,22.8001
SPLUS-n01s38,SPLUS-n01s38,SPLUS,SPLUS-n01s38,13:24:14,0:00:00,201.0583333,0.0,MAR,aperture,20.7899,20.1425,20.1673,21.0606,21.1935,23.5172,21.4723,23.6007,21.0776,23.3716,21.6432,22.8181
SPLUS-n01s45,SPLUS-n01s45,SPLUS,SPLUS-n01s45,14:02:16,0:00:00,210.5666667,0.0,MAR,aperture,20.5453,19.9403,19.9516,20.8047,20.9227,23.2839,21.2417,23.4381,20.9418,23.2416,21.5288,22.6682
SPLUS-n01s46,SPLUS-n01s46,SPLUS,SPLUS-n01s46,14:07:42,0:00:00,211.925,0.0,MAR,aperture,20.6081,19.9928,19.9702,20.8205,20.9206,23.2826,21.2429,23.4499,20.9469,23.2529,21.5343,22.6811
SPLUS-n01s47,SPLUS-n01s47,SPLUS,SPLUS-n01s47,14:13:08,0:00:00,213.2833333,0.0,MAR,aperture,19.6859,19.1203,19.1238,19.9816,20.0908,22.4548,20.4176,22.6278,20.1242,22.3285,20.7132,21.8355
SPLUS-n01s48,SPLUS-n01s48,SPLUS,SPLUS-n01s48,14:18:34,0:00:00,214.6416667,0.0,MAR,aperture,20.5925,19.9803,19.9781,20.8241,20.9317,23.2926,21.2519,23.4479,20.9475,23.2524,21.5311,22.6851
SPLUS-n01s49,SPLUS-n01s49,SPLUS,SPLUS-n01s49,14:24:00,0:00:00,216.0,0.0,MAR,aperture,19.6989,19.0978,19.0908,19.9558,20.0662,22.4341,20.3939,22.6123,20.1129,22.4082,20.7084,21.8043
SPLUS-n01s50,SPLUS-n01s50,SPLUS,SPLUS-n01s50,14:29:26,0:00:00,217.3583333,0.0,MAR,aperture,20.5778,19.9587,19.9485,20.8154,20.9203,23.2759,21.2358,23.4365,20.9301,23.236,21.525,22.6584
SPLUS-n01s51,SPLUS-n01s51,SPLUS,SPLUS-n01s51,14:34:52,0:00:00,218.7166667,0.0,MAR,aperture,19.7501,19.1357,19.1306,19.9872,20.1005,22.4596,20.4211,22.6309,20.1272,22.4335,20.7191,21.8685
SPLUS-n01s52,SPLUS-n01s52,SPLUS,SPLUS-n01s52,14:40:18,0:00:00,220.075,0.0,MAR,aperture,20.5796,19.9639,19.9526,20.8073,20.9156,23.2821,21.247,23.4409,20.9433,23.2473,21.5279,22.6812
SPLUS-n01s53,SPLUS-n01s53,SPLUS,SPLUS-n01s53,14:45:44,0:00:00,221.4333333,0.0,MAR,aperture,20.6001,19.9779,19.9645,20.8184,20.9245,23.2861,21.252,23.4459,20.9439,23.2485,21.529,22.6834
SPLUS-n01s54,SPLUS-n01s54,SPLUS,SPLUS-n01s54,14:51:10,0:00:00,222.7916667,0.0,MAR,aperture,20.5945,19.9668,19.9581,20.8059,20.9024,23.2737,21.241,23.435,20.9409,23.2415,21.5178,22.6756
SPLUS-n01s55,SPLUS-n01s55,SPLUS,SPLUS-n01s55,14:56:36,0:00:00,224.15,0.0,MAR,aperture,20.5697,19.9499,19.9294,20.7754,20.881,23.2513,21.2201,23.434,20.932,23.2454,21.5318,22.6686
SPLUS-n02n01,SPLUS-n02n01,SPLUS,SPLUS-n02n01,10:03:10,+01:21:33.4908,150.7916667,1.359303,MAR,aperture,20.6978,20.1072,20.151,21.0596,21.2089,23.5219,21.4687,23.5772,21.0574,23.325,21.6098,22.7314
SPLUS-n02n02,SPLUS-n02n02,SPLUS,SPLUS-n02n02,10:08:36,+01:21:33.4908,152.15,1.359303,MAR,aperture,20.3912,19.7843,19.7797,20.6619,20.7791,23.1587,21.128,23.3435,20.8499,23.1663,21.4611,22.6125
SPLUS-n02n03,SPLUS-n02n03,SPLUS,SPLUS-n02n03,10:14:02,+01:21:33.4908,153.5083333,1.359303,MAR,aperture,20.4022,19.778,19.7963,20.681,20.7936,23.1788,21.1404,23.3514,20.8637,23.1766,21.4673,22.639
SPLUS-n02n04,SPLUS-n02n04,SPLUS,SPLUS-n02n04,10:19:28,+01:21:33.4908,154.8666667,1.359303,MAR,aperture,20.4082,19.799,19.8072,20.6878,20.8093,23.1918,21.1529,23.3635,20.8679,23.1783,21.4739,22.605
SPLUS-n02n05,SPLUS-n02n05,SPLUS,SPLUS-n02n05,10:24:54,+01:21:33.4908,156.225,1.359303,MAR,aperture,20.5868,20.0117,20.125,21.0909,21.2772,23.5303,21.441,23.4726,20.9634,23.2117,21.5027,22.6089
SPLUS-n02n18,SPLUS-n02n18,SPLUS,SPLUS-n02n18,11:35:33,+01:21:33.4908,173.8875,1.359303,MAR,aperture,20.7098,20.0973,20.1475,21.0591,21.2051,23.517,21.4644,23.5699,21.061,23.3236,21.6118,22.7364
SPLUS-n02n19,SPLUS-n02n19,SPLUS,SPLUS-n02n19,11:40:59,+01:21:33.4908,175.2458333,1.359303,MAR,aperture,20.5503,19.9554,19.9764,20.867,20.9882,23.3141,21.2569,23.4654,20.9709,23.2645,21.5741,22.6679
SPLUS-n02n20,SPLUS-n02n20,SPLUS,SPLUS-n02n20,11:46:25,+01:21:33.4908,176.6041667,1.359303,MAR,aperture,20.7574,20.1237,20.1578,21.0676,21.208,23.5252,21.4745,23.5827,21.0566,23.3298,21.6057,22.7518
SPLUS-n02n21,SPLUS-n02n21,SPLUS,SPLUS-n02n21,11:51:51,+01:21:33.4908,177.9625,1.359303,MAR,aperture,20.5528,19.9082,19.9122,20.7849,20.9069,23.2477,21.2115,23.4268,20.9304,23.2481,21.5563,22.6546
SPLUS-n02n22,SPLUS-n02n22,SPLUS,SPLUS-n02n22,11:57:17,+01:21:33.4908,179.3208333,1.359303,MAR,aperture,20.7679,20.125,20.1379,21.0348,21.1615,23.484,21.4339,23.5571,21.0407,23.316,21.5986,22.7266
SPLUS-n02n23,SPLUS-n02n23,SPLUS,SPLUS-n02n23,12:02:43,+01:21:33.4908,180.6791667,1.359303,MAR,aperture,20.6983,20.0664,20.0959,20.9865,21.1325,23.4622,21.4155,23.5383,21.0161,23.2883,21.5844,22.6808
SPLUS-n02n24,SPLUS-n02n24,SPLUS,SPLUS-n02n24,12:08:09,+01:21:33.4908,182.0375,1.359303,MAR,aperture,20.5868,19.9703,20.0095,20.8988,21.0146,23.3443,21.2832,23.4856,20.9832,23.2749,21.5732,22.6791
SPLUS-n02n25,SPLUS-n02n25,SPLUS,SPLUS-n02n25,12:13:35,+01:21:33.4908,183.3958333,1.359303,MAR,aperture,20.6694,20.0548,20.0832,20.9913,21.147,23.4702,21.4325,23.5456,21.0201,23.3122,21.5928,22.728
SPLUS-n02n26,SPLUS-n02n26,SPLUS,SPLUS-n02n26,12:19:01,+01:21:33.4908,184.7541667,1.359303,MAR,aperture,20.6624,20.0401,20.0652,20.9687,21.1089,23.4543,21.4169,23.5418,21.0214,23.2982,21.5942,22.7078
SPLUS-n02n27,SPLUS-n02n27,SPLUS,SPLUS-n02n27,12:24:27,+01:21:33.4908,186.1125,1.359303,MAR,aperture,20.7182,20.0955,20.0876,20.9942,21.1201,23.443,21.4006,23.534,21.0212,23.3035,21.5951,22.7113
SPLUS-n02n28,SPLUS-n02n28,SPLUS,SPLUS-n02n28,12:29:53,+01:21:33.4908,187.4708333,1.359303,MAR,aperture,20.7152,20.0911,20.0939,21.0149,21.1528,23.4768,21.4347,23.5586,21.0387,23.3225,21.6054,22.7416
SPLUS-n02n44,SPLUS-n02n44,SPLUS,SPLUS-n02n44,13:56:50,+01:21:33.4908,209.2083333,1.359303,MAR,aperture,20.7501,20.1302,20.1387,21.0459,21.1852,23.509,21.4694,23.5812,21.055,23.34,21.6193,22.7677
SPLUS-n02n45,SPLUS-n02n45,SPLUS,SPLUS-n02n45,14:02:16,+01:21:33.4908,210.5666667,1.359303,MAR,aperture,19.7031,19.1011,19.102,19.9567,20.0782,22.4437,20.4067,22.6182,20.1233,22.4386,20.7173,21.8924
SPLUS-n02n46,SPLUS-n02n46,SPLUS,SPLUS-n02n46,14:07:42,+01:21:33.4908,211.925,1.359303,MAR,aperture,19.7389,19.1197,19.1061,19.9564,20.0533,22.419,20.3831,22.6099,20.1113,22.4311,20.7146,21.8699
SPLUS-n02n47,SPLUS-n02n47,SPLUS,SPLUS-n02n47,14:13:08,+01:21:33.4908,213.2833333,1.359303,MAR,aperture,19.7516,19.1342,19.1329,19.9971,20.1096,22.4818,20.447,22.6528,20.1584,22.4601,20.7543,21.8782
SPLUS-n02n48,SPLUS-n02n48,SPLUS,SPLUS-n02n48,14:18:34,+01:21:33.4908,214.6416667,1.359303,MAR,aperture,19.7148,19.0919,19.082,19.9474,20.0479,22.4212,20.3879,22.6004,20.1018,22.4047,20.7049,21.8023
SPLUS-n02n49,SPLUS-n02n49,SPLUS,SPLUS-n02n49,14:24:00,+01:21:33.4908,216.0,1.359303,MAR,aperture,20.5414,19.9157,19.9101,20.7755,20.8937,23.2583,21.227,23.4261,20.9276,23.2376,21.525,22.6674
SPLUS-n02n50,SPLUS-n02n50,SPLUS,SPLUS-n02n50,14:29:26,+01:21:33.4908,217.3583333,1.359303,MAR,aperture,20.5186,19.9011,19.8984,20.7558,20.8701,23.2392,21.2109,23.4133,20.9111,23.2231,21.514,22.6439
SPLUS-n02n51,SPLUS-n02n51,SPLUS,SPLUS-n02n51,14:34:52,+01:21:33.4908,218.7166667,1.359303,MAR,aperture,19.748,19.1252,19.1183,19.9723,20.0873,22.4516,20.418,22.6225,20.1197,22.4323,20.7163,21.8639
